point_id,lat,lon,label,elevation,slope,aspect,curvature,NDVI,rainfall,competency_index,FS
155,30.922325,78.681379,1,2221,48.6466064453125,101.5061264038086,10.0,0.3996599779109738,1100.8713400363922,0.3799999952316284,0.8662684888865175
156,30.831245805089942,79.8003348501441,0,3962,33.08839416503906,60.20753860473633,7.0,0.0991995768022117,696.6335946321487,0.41999998688697815,1.383290352297178
157,30.3846,78.8371,1,2138,24.29966735839844,265.8880920410156,36.0,0.7458945798349652,1484.426076412201,0.20000000298023224,1.3146929300909136
158,30.8928,78.48,1,3112,27.38454818725586,180.0,1.0,0.4941809243968796,1574.0497946739197,0.3799999952316284,1.4249555463067178
159,30.922757190513398,78.30583282978034,0,3023,46.3676986694336,166.47486877441406,8.0,0.7640957670816624,1687.997076511383,0.44999998807907104,0.9249065901658468
160,30.506,79.1127,1,1953,41.57568359375,194.72412109375,-14.0,0.4633969645379794,1155.790982246399,0.44999998807907104,1.0815903795664086
161,30.457764612704132,79.70649084492389,0,3545,26.3740291595459,310.7639465332031,5.0,0.8768108186992266,1208.1035089492798,0.3799999952316284,1.5608338518930296
162,30.24099625799592,78.31824277281316,0,1455,32.75530242919922,125.36032104492188,-33.0,0.5898560551253395,1745.8924627304075,0.41999998688697815,1.2163237082233038
163,30.3056,79.3286,1,1047,32.019283294677734,349.6361999511719,3.0,0.8575281557246383,1224.7855150699615,0.3799999952316284,1.2788027902713428
164,30.7991,79.4356,1,4523,30.633928298950195,260.56024169921875,3.0,0.2544368935042434,1112.381843328476,0.3799999952316284,1.3581946391343436
165,30.1642,78.2936,1,876,21.782958984375,13.54799747467041,6.0,0.7014059009422667,1856.0927176475525,0.44999998807907104,1.850837713108183
166,30.51321997582782,79.23884270276467,0,3247,43.85113143920898,153.26123046875,-59.0,0.4829323090779834,1146.2837433815002,0.3799999952316284,0.9465469715047884
167,30.82355222661182,79.07900865919157,0,4968,28.43022727966309,44.14145660400391,1.0,-4.958327511047264e-05,1344.9913012981417,0.3799999952316284,1.4184397700206075
168,30.68423302651216,79.21288077801597,0,3209,48.94907760620117,89.19226837158203,32.0,0.7400620719033356,1313.656747341156,0.3799999952316284,0.8414067903429122
169,30.79284004527353,79.64642168252055,0,4961,35.03638458251953,62.50015258789063,44.0,0.1662320630708938,927.154723405838,0.3799999952316284,1.2142382668442928
170,30.6785,78.3475,1,1325,16.678203582763672,210.17420959472656,27.0,0.6325799520883058,1658.3256149291992,0.44999998807907104,2.490423118106297
171,30.558384477570225,78.31200085168192,0,1181,35.99293518066406,64.9480209350586,-5.0,0.5585831496351236,1683.2003808021543,0.5799999833106995,1.32957329049435
172,30.383,78.5094,1,782,32.51308822631836,220.3673858642578,-11.0,0.0907731866291931,1206.384460926056,0.44999998807907104,1.3620033120836856
173,30.5151,78.3684,1,1205,32.09053421020508,106.49698638916016,-10.0,0.6043301520326165,1566.2985014915466,0.44999998807907104,1.3152447125088043
174,30.995694,78.936314,1,3059,13.648222923278809,-0.0,-7.0,0.1673377802709262,1064.0530455112455,0.20000000298023224,2.5618317489977955
175,30.566806105010468,78.61376526416406,0,1998,57.53911972045898,111.12491607666016,-17.0,0.4664086225679039,1490.7975363731384,0.44999998807907104,0.8274614396361147
176,30.6539,78.3366,1,1122,35.79730987548828,148.53843688964844,-6.0,0.7381527190437137,1658.3256149291992,0.44999998807907104,1.168891229874813
177,30.9936,78.4594,1,3388,23.362855911254883,154.0773162841797,-52.0,0.7188170806837468,1821.9656896591189,0.3799999952316284,1.6100089750304827
178,30.6509,79.0264,1,2145,36.79192733764648,346.9123840332031,68.0,0.7728960277867333,1426.0142970085144,0.3799999952316284,1.0825721421455559
179,30.076979909828797,78.50171881491305,0,564,49.91595458984375,212.3636932373047,24.0,0.6321647245308031,1512.2939038276672,0.41999998688697815,0.8567919060891469
180,30.14696270958821,79.55002732261165,0,2130,21.601282119750977,229.1464691162109,5.0,0.4957401132479112,1319.4923210144043,0.3799999952316284,1.8810433019580164
181,30.555,79.574,1,1590,17.02280044555664,17.879207611083984,-21.0,0.4564857881136951,1144.3018865585327,0.3799999952316284,2.456196980707777
